_id,orgName,email,role,location,country,description,interests,skills,website,contact_person,phone,capacity_score,avg_project_budget,active_projects,languages,timezone,created_at
partner_0668,SolarPartners 668 (Foundation),contact668@solarpartners.org,Foundation,"Bengaluru, India",India,"GreenCollective 668 (Foundation) focuses on renewable energy and works on SDG 12, SDG 5, SDG 7, SDG 15. Operating primarily in Bengaluru, India.","SDG 12, SDG 5, SDG 7, SDG 15","Renewable Energy, Project Management, Communications",https://www.solarpartners668.org,Lead 668,91702450448,53,10000,4,"English, Spanish",Asia/Kolkata,2024-05-31T06:12:22.380407Z
partner_0669,CommunityFoundation 669 (NGO),contact669@communityfounda.org,NGO,"Sydney, Australia",Australia,"GreenLabs 669 (NGO) focuses on marine science and works on SDG 5, SDG 11, SDG 7, SDG 4. Operating primarily in Sydney, Australia.","SDG 5, SDG 11, SDG 7, SDG 4","Communications, Project Management, Policy Advocacy, Marine Science",https://www.communityfounda669.org,Lead 669,2081176206,91,10000,8,"English, Arabic",Australia/Sydney,2022-02-15T06:12:22.380407Z
partner_0670,TerraNetwork 670 (Private Sector),contact670@terranetwork(pr.org,Private Sector,"Bengaluru, India",India,"SolarFoundation 670 (Private Sector) focuses on water management and works on SDG 15, SDG 7. Operating primarily in Bengaluru, India.","SDG 15, SDG 7","Project Management, Communications",https://www.terranetwork(pr670.org,Lead 670,91896931252,57,5000,8,"English, Hindi",Asia/Kolkata,2022-05-08T06:12:22.380407Z
partner_0671,SolarLabs 671 (Government),contact671@solarlabs.org,Government,"Delhi, India",India,"GreenSolutions 671 (Government) focuses on policy advocacy and works on SDG 15. Operating primarily in Delhi, India.",SDG 15,"Project Management, Policy Advocacy, Communications, Communications",https://www.solarlabs671.org,Lead 671,91853261849,56,5000,8,"English, Hindi",Asia/Kolkata,2024-02-05T06:12:22.380407Z
partner_0672,GreenLabs 672 (NGO),contact672@greenlabs.org,NGO,"Kolkata, India",India,"RuralNetwork 672 (NGO) focuses on agriculture and works on SDG 14. Operating primarily in Kolkata, India.",SDG 14,"Research, Data Analysis",https://www.greenlabs672.org,Lead 672,91779518476,56,10000,4,"English, Portuguese",Asia/Kolkata,2023-07-11T06:12:22.380407Z
partner_0673,TerraWorks 673 (University),contact673@terraworks.org,University,"Toronto, Canada",Canada,"GreenLabs 673 (University) focuses on research and works on SDG 3, SDG 17, SDG 5. Operating primarily in Toronto, Canada.","SDG 3, SDG 17, SDG 5","Research, Renewable Energy, GIS, Communications",https://www.terraworks673.org,Lead 673,2627564542,79,25000,2,"English, Arabic",America/Toronto,2023-06-13T06:12:22.380407Z
partner_0674,UrbanCollective 674 (Government),contact674@urbancollective.org,Government,"Sydney, Australia",Australia,"OceanSolutions 674 (Government) focuses on research and works on SDG 16, SDG 5, SDG 1, SDG 13. Operating primarily in Sydney, Australia.","SDG 16, SDG 5, SDG 1, SDG 13","Renewable Energy, GIS, Data Analysis, Communications",https://www.urbancollective674.org,Lead 674,1734442844,41,5000,2,English,Australia/Sydney,2024-07-25T06:12:22.380407Z
partner_0675,GreenLabs 675 (Foundation),contact675@greenlabs.org,Foundation,"Paris, France",France,"TerraSolutions 675 (Foundation) focuses on gis and works on SDG 2, SDG 12, SDG 1, SDG 4. Operating primarily in Paris, France.","SDG 2, SDG 12, SDG 1, SDG 4","Mobile App Development, Communications, GIS",https://www.greenlabs675.org,Lead 675,1680688516,94,25000,5,"English, French",Europe/Paris,2023-04-28T06:12:22.380407Z
partner_0676,OceanFoundation 676 (Startup),contact676@oceanfoundation.org,Startup,"Delhi, India",India,"CommunityLabs 676 (Startup) focuses on agriculture and works on SDG 6, SDG 5, SDG 16. Operating primarily in Delhi, India.","SDG 6, SDG 5, SDG 16","Agriculture, GIS, Communications, Data Analysis",https://www.oceanfoundation676.org,Lead 676,91855103598,41,5000,10,"English, Swahili",Asia/Kolkata,2023-04-01T06:12:22.380407Z
partner_0677,CommunityInitiative 677 (Foundation),contact677@communityinitia.org,Foundation,"Delhi, India",India,"FutureSolutions 677 (Foundation) focuses on fundraising and works on SDG 1, SDG 17, SDG 8, SDG 4. Operating primarily in Delhi, India.","SDG 1, SDG 17, SDG 8, SDG 4","Communications, Community Engagement",https://www.communityinitia677.org,Lead 677,91621984847,54,5000,7,"English, Swahili",Asia/Kolkata,2023-08-06T06:12:22.380407Z
partner_0678,BlueWorks 678 (Government),contact678@blueworks.org,Government,"Lagos, Nigeria",Nigeria,"ImpactPartners 678 (Government) focuses on agriculture and works on SDG 7, SDG 10. Operating primarily in Lagos, Nigeria.","SDG 7, SDG 10","Data Analysis, Healthcare",https://www.blueworks678.org,Lead 678,2240881121,50,25000,6,English,UTC,2022-03-05T06:12:22.380407Z
partner_0679,OceanWorks 679 (NGO),contact679@oceanworks.org,NGO,"Berlin, Germany",Germany,"CommunityWorks 679 (NGO) focuses on communications and works on SDG 8, SDG 16. Operating primarily in Berlin, Germany.","SDG 8, SDG 16","Water Management, Monitoring & Evaluation",https://www.oceanworks679.org,Lead 679,1795286326,65,25000,4,"English, French",UTC,2022-12-29T06:12:22.380407Z
partner_0680,CommunityInitiative 680 (University),contact680@communityinitia.org,University,"Pune, India",India,"RuralInitiative 680 (University) focuses on fundraising and works on SDG 7, SDG 10, SDG 16. Operating primarily in Pune, India.","SDG 7, SDG 10, SDG 16","Policy Advocacy, Fundraising, Data Analysis",https://www.communityinitia680.org,Lead 680,91902862265,50,5000,3,"English, Spanish",Asia/Kolkata,2025-09-14T06:12:22.380407Z
partner_0681,OceanInitiative 681 (Private Sector),contact681@oceaninitiative.org,Private Sector,"Bengaluru, India",India,"RuralFoundation 681 (Private Sector) focuses on water management and works on SDG 2, SDG 12, SDG 3, SDG 17. Operating primarily in Bengaluru, India.","SDG 2, SDG 12, SDG 3, SDG 17","Water Management, Marine Science, Project Management",https://www.oceaninitiative681.org,Lead 681,91694050151,50,5000,0,"English, Swahili",Asia/Kolkata,2023-12-27T06:12:22.380407Z
partner_0682,ImpactSolutions 682 (University),contact682@impactsolutions.org,University,"Mumbai, India",India,"OceanLabs 682 (University) focuses on community engagement and works on SDG 17, SDG 10. Operating primarily in Mumbai, India.","SDG 17, SDG 10","Project Management, Agriculture, Communications",https://www.impactsolutions682.org,Lead 682,91706183339,68,5000,0,"English, French",Asia/Kolkata,2024-07-16T06:12:22.380407Z
partner_0683,GreenLabs 683 (University),contact683@greenlabs.org,University,"Dubai, UAE",UAE,"UrbanCollective 683 (University) focuses on research and works on SDG 16. Operating primarily in Dubai, UAE.",SDG 16,"Communications, Project Management, Data Analysis, Renewable Energy",https://www.greenlabs683.org,Lead 683,2029263663,72,50000,1,"English, Spanish",Asia/Dubai,2023-01-15T06:12:22.380407Z
partner_0684,BlueWorks 684 (Government),contact684@blueworks.org,Government,"Pune, India",India,"SolarSolutions 684 (Government) focuses on data analysis and works on SDG 5, SDG 13, SDG 7. Operating primarily in Pune, India.","SDG 5, SDG 13, SDG 7","Research, Communications",https://www.blueworks684.org,Lead 684,91753650934,83,25000,5,"English, Arabic",Asia/Kolkata,2024-05-12T06:12:22.380407Z
partner_0685,ImpactNetwork 685 (Startup),contact685@impactnetwork.org,Startup,"Dubai, UAE",UAE,"CommunityNetwork 685 (Startup) focuses on research and works on SDG 2, SDG 14, SDG 13. Operating primarily in Dubai, UAE.","SDG 2, SDG 14, SDG 13","GIS, Research, Project Management, Data Analysis",https://www.impactnetwork685.org,Lead 685,2711751339,92,10000,3,"English, French",Asia/Dubai,2022-01-12T06:12:22.380407Z
partner_0686,TerraCollective 686 (Startup),contact686@terracollective.org,Startup,Singapore,Singapore,FutureNetwork 686 (Startup) focuses on monitoring & evaluation and works on SDG 8. Operating primarily in Singapore.,SDG 8,"Project Management, Data Analysis",https://www.terracollective686.org,Lead 686,2122245755,78,5000,6,"English, Arabic",Asia/Singapore,2024-12-21T06:12:22.380407Z
partner_0687,ImpactCollective 687 (NGO),contact687@impactcollectiv.org,NGO,"Chennai, India",India,"BlueNetwork 687 (NGO) focuses on community engagement and works on SDG 13, SDG 4, SDG 11, SDG 6. Operating primarily in Chennai, India.","SDG 13, SDG 4, SDG 11, SDG 6","Healthcare, Agriculture, Project Management",https://www.impactcollectiv687.org,Lead 687,91668166553,56,100000,7,"English, Arabic",Asia/Kolkata,2024-12-15T06:12:22.380407Z
partner_0688,BlueSolutions 688 (Government),contact688@bluesolutions.org,Government,"New York, USA",USA,"SolarPartners 688 (Government) focuses on policy advocacy and works on SDG 12, SDG 9, SDG 8. Operating primarily in New York, USA.","SDG 12, SDG 9, SDG 8","Community Engagement, Policy Advocacy, Project Management, Communications",https://www.bluesolutions688.org,Lead 688,2011923898,57,25000,6,"English, Swahili",UTC,2023-01-04T06:12:22.380407Z
partner_0689,RuralWorks 689 (University),contact689@ruralworks.org,University,"Nairobi, Kenya",Kenya,"UrbanSolutions 689 (University) focuses on community engagement and works on SDG 3, SDG 2, SDG 16. Operating primarily in Nairobi, Kenya.","SDG 3, SDG 2, SDG 16","Community Engagement, Agriculture, Project Management, Communications",https://www.ruralworks689.org,Lead 689,2443154842,73,5000,4,"English, Mandarin",UTC,2024-02-15T06:12:22.380407Z
partner_0690,UrbanSolutions 690 (Government),contact690@urbansolutions.org,Government,"London, UK",UK,"GreenInitiative 690 (Government) focuses on education and works on SDG 12, SDG 5, SDG 15. Operating primarily in London, UK.","SDG 12, SDG 5, SDG 15","Education, Project Management",https://www.urbansolutions690.org,Lead 690,44605807656,87,10000,0,"English, Mandarin",UTC,2024-07-19T06:12:22.380407Z
partner_0691,TerraWorks 691 (Foundation),contact691@terraworks.org,Foundation,"London, UK",UK,"FutureFoundation 691 (Foundation) focuses on mobile app development and works on SDG 11, SDG 10. Operating primarily in London, UK.","SDG 11, SDG 10","Communications, Water Management, Communications",https://www.terraworks691.org,Lead 691,44685744826,48,25000,9,"English, Swahili",UTC,2023-06-13T06:12:22.380407Z
partner_0692,CommunityLabs 692 (NGO),contact692@communitylabs.org,NGO,"Tokyo, Japan",Japan,"TerraLabs 692 (NGO) focuses on agriculture and works on SDG 1. Operating primarily in Tokyo, Japan.",SDG 1,"GIS, Project Management, Agriculture, Communications",https://www.communitylabs692.org,Lead 692,1771503795,57,25000,4,"English, Hindi",Asia/Tokyo,2025-08-26T06:12:22.380407Z
partner_0693,TerraWorks 693 (Foundation),contact693@terraworks.org,Foundation,"Pune, India",India,"OceanLabs 693 (Foundation) focuses on agriculture and works on SDG 14. Operating primarily in Pune, India.",SDG 14,"Data Analysis, Agriculture, Research, Communications",https://www.terraworks693.org,Lead 693,91742859080,46,5000,3,"English, French",Asia/Kolkata,2023-07-29T06:12:22.380407Z
partner_0694,UrbanFoundation 694 (Foundation),contact694@urbanfoundation.org,Foundation,"New York, USA",USA,"SolarInitiative 694 (Foundation) focuses on fundraising and works on SDG 1, SDG 4. Operating primarily in New York, USA.","SDG 1, SDG 4","Project Management, Data Analysis, Communications",https://www.urbanfoundation694.org,Lead 694,2473206070,66,100000,4,"English, Spanish",UTC,2023-02-05T06:12:22.380407Z
partner_0695,FutureInitiative 695 (Foundation),contact695@futureinitiativ.org,Foundation,"Nairobi, Kenya",Kenya,"TerraLabs 695 (Foundation) focuses on gis and works on SDG 7, SDG 4, SDG 13, SDG 3. Operating primarily in Nairobi, Kenya.","SDG 7, SDG 4, SDG 13, SDG 3","Mobile App Development, Project Management, Water Management",https://www.futureinitiativ695.org,Lead 695,2071371789,93,5000,1,"English, Mandarin",UTC,2025-10-11T06:12:22.380407Z
partner_0696,TerraLabs 696 (Foundation),contact696@terralabs.org,Foundation,"Berlin, Germany",Germany,"SolarFoundation 696 (Foundation) focuses on mobile app development and works on SDG 6, SDG 3. Operating primarily in Berlin, Germany.","SDG 6, SDG 3","Water Management, Project Management, Mobile App Development, Communications",https://www.terralabs696.org,Lead 696,2240019770,66,50000,2,"English, Mandarin",UTC,2023-12-18T06:12:22.380407Z
partner_0697,OceanLabs 697 (NGO),contact697@oceanlabs.org,NGO,"Kolkata, India",India,"OceanSolutions 697 (NGO) focuses on communications and works on SDG 17. Operating primarily in Kolkata, India.",SDG 17,"Project Management, Monitoring & Evaluation, Fundraising",https://www.oceanlabs697.org,Lead 697,91674186984,53,25000,11,"English, Swahili",Asia/Kolkata,2022-06-02T06:12:22.380407Z
partner_0698,CommunityInitiative 698 (University),contact698@communityinitia.org,University,"Delhi, India",India,"GreenWorks 698 (University) focuses on communications and works on SDG 5, SDG 7. Operating primarily in Delhi, India.","SDG 5, SDG 7","Communications, Fundraising, Project Management, Communications",https://www.communityinitia698.org,Lead 698,91885325778,94,5000,8,"English, Spanish",Asia/Kolkata,2023-12-16T06:12:22.380407Z
partner_0699,CommunityCollective 699 (University),contact699@communitycollec.org,University,"Paris, France",France,"BlueWorks 699 (University) focuses on policy advocacy and works on SDG 15, SDG 4, SDG 16. Operating primarily in Paris, France.","SDG 15, SDG 4, SDG 16","Project Management, Policy Advocacy, Agriculture",https://www.communitycollec699.org,Lead 699,2598169899,77,25000,6,"English, Portuguese",Europe/Paris,2023-12-05T06:12:22.380407Z
partner_0700,BlueNetwork 700 (Startup),contact700@bluenetwork.org,Startup,"Hyderabad, India",India,"BlueLabs 700 (Startup) focuses on mobile app development and works on SDG 6. Operating primarily in Hyderabad, India.",SDG 6,"Mobile App Development, Communications, Healthcare, Water Management",https://www.bluenetwork700.org,Lead 700,91725552151,68,10000,5,"English, Hindi",Asia/Kolkata,2025-09-29T06:12:22.380407Z
partner_0701,OceanWorks 701 (Foundation),contact701@oceanworks.org,Foundation,"Jakarta, Indonesia",Indonesia,"BlueNetwork 701 (Foundation) focuses on communications and works on SDG 5. Operating primarily in Jakarta, Indonesia.",SDG 5,"Monitoring & Evaluation, Communications, Fundraising, Communications",https://www.oceanworks701.org,Lead 701,2390509442,70,25000,10,"English, Arabic",UTC,2023-06-02T06:12:22.380407Z
partner_0702,BlueWorks 702 (Government),contact702@blueworks.org,Government,"Delhi, India",India,"CommunityCollective 702 (Government) focuses on policy advocacy and works on SDG 11, SDG 9, SDG 13. Operating primarily in Delhi, India.","SDG 11, SDG 9, SDG 13","Agriculture, Communications, Policy Advocacy, Community Engagement",https://www.blueworks702.org,Lead 702,91850775984,79,25000,6,"English, French",Asia/Kolkata,2025-03-20T06:12:22.380407Z
partner_0703,ImpactCollective 703 (Government),contact703@impactcollectiv.org,Government,"Delhi, India",India,"RuralNetwork 703 (Government) focuses on mobile app development and works on SDG 11. Operating primarily in Delhi, India.",SDG 11,"Communications, Project Management, GIS, Mobile App Development",https://www.impactcollectiv703.org,Lead 703,91656186560,90,25000,10,"English, Spanish",Asia/Kolkata,2025-01-10T06:12:22.380407Z
partner_0704,BlueLabs 704 (Government),contact704@bluelabs.org,Government,"New York, USA",USA,"FutureWorks 704 (Government) focuses on healthcare and works on SDG 7. Operating primarily in New York, USA.",SDG 7,"Renewable Energy, Community Engagement",https://www.bluelabs704.org,Lead 704,2359501087,77,5000,2,"English, Hindi",UTC,2023-03-01T06:12:22.380407Z
partner_0705,UrbanWorks 705 (Private Sector),contact705@urbanworks(priv.org,Private Sector,"Delhi, India",India,"TerraInitiative 705 (Private Sector) focuses on water management and works on SDG 1, SDG 8, SDG 3, SDG 5. Operating primarily in Delhi, India.","SDG 1, SDG 8, SDG 3, SDG 5","Communications, Monitoring & Evaluation",https://www.urbanworks(priv705.org,Lead 705,91972559499,41,10000,3,"English, Spanish",Asia/Kolkata,2025-01-16T06:12:22.380407Z
partner_0706,OceanCollective 706 (Startup),contact706@oceancollective.org,Startup,"London, UK",UK,"ImpactFoundation 706 (Startup) focuses on gis and works on SDG 14, SDG 6. Operating primarily in London, UK.","SDG 14, SDG 6","Mobile App Development, Project Management, GIS, Project Management",https://www.oceancollective706.org,Lead 706,44602452336,52,5000,5,"English, Mandarin",UTC,2024-11-12T06:12:22.380407Z
partner_0707,OceanCollective 707 (Startup),contact707@oceancollective.org,Startup,"Bengaluru, India",India,"TerraFoundation 707 (Startup) focuses on policy advocacy and works on SDG 12, SDG 17. Operating primarily in Bengaluru, India.","SDG 12, SDG 17","Communications, Communications, Agriculture",https://www.oceancollective707.org,Lead 707,91950662808,87,10000,0,"English, Hindi",Asia/Kolkata,2023-07-12T06:12:22.380407Z
partner_0708,BlueCollective 708 (Foundation),contact708@bluecollective.org,Foundation,"Toronto, Canada",Canada,"TerraCollective 708 (Foundation) focuses on water management and works on SDG 10. Operating primarily in Toronto, Canada.",SDG 10,"Water Management, Communications, Communications, Marine Science",https://www.bluecollective708.org,Lead 708,1732927803,81,5000,4,"English, Spanish",America/Toronto,2025-11-14T06:12:22.380407Z
partner_0709,OceanFoundation 709 (Private Sector),contact709@oceanfoundation.org,Private Sector,"Kolkata, India",India,"CommunityPartners 709 (Private Sector) focuses on fundraising and works on SDG 1, SDG 14, SDG 9. Operating primarily in Kolkata, India.","SDG 1, SDG 14, SDG 9","Communications, Data Analysis",https://www.oceanfoundation709.org,Lead 709,91646790598,50,10000,5,"English, Mandarin",Asia/Kolkata,2025-09-08T06:12:22.380407Z
partner_0710,GreenCollective 710 (Foundation),contact710@greencollective.org,Foundation,"Toronto, Canada",Canada,"TerraWorks 710 (Foundation) focuses on communications and works on SDG 9, SDG 16, SDG 17. Operating primarily in Toronto, Canada.","SDG 9, SDG 16, SDG 17","Communications, Monitoring & Evaluation, Water Management",https://www.greencollective710.org,Lead 710,2929463712,84,5000,4,"English, Hindi",America/Toronto,2024-06-23T06:12:22.380407Z
partner_0711,GreenInitiative 711 (Startup),contact711@greeninitiative.org,Startup,"Tokyo, Japan",Japan,"GreenPartners 711 (Startup) focuses on research and works on SDG 13, SDG 3, SDG 9. Operating primarily in Tokyo, Japan.","SDG 13, SDG 3, SDG 9","Data Analysis, Renewable Energy, Project Management, Research",https://www.greeninitiative711.org,Lead 711,2192204278,51,10000,5,"English, Hindi",Asia/Tokyo,2024-01-19T06:12:22.380407Z
partner_0712,UrbanInitiative 712 (Government),contact712@urbaninitiative.org,Government,"Bengaluru, India",India,"BlueInitiative 712 (Government) focuses on project management and works on SDG 1, SDG 4, SDG 15. Operating primarily in Bengaluru, India.","SDG 1, SDG 4, SDG 15","Communications, Monitoring & Evaluation, Project Management, Healthcare",https://www.urbaninitiative712.org,Lead 712,91993096815,59,50000,11,English,Asia/Kolkata,2025-01-07T06:12:22.380407Z
partner_0713,CommunityLabs 713 (Government),contact713@communitylabs.org,Government,"Bengaluru, India",India,"TerraInitiative 713 (Government) focuses on healthcare and works on SDG 8, SDG 2. Operating primarily in Bengaluru, India.","SDG 8, SDG 2","Communications, Healthcare, Mobile App Development, Project Management",https://www.communitylabs713.org,Lead 713,91728562337,57,10000,4,English,Asia/Kolkata,2024-11-24T06:12:22.380407Z
partner_0714,ImpactInitiative 714 (Private Sector),contact714@impactinitiativ.org,Private Sector,"Mumbai, India",India,"BlueSolutions 714 (Private Sector) focuses on agriculture and works on SDG 4, SDG 16, SDG 1. Operating primarily in Mumbai, India.","SDG 4, SDG 16, SDG 1","Data Analysis, GIS, Healthcare",https://www.impactinitiativ714.org,Lead 714,91602170408,66,5000,11,"English, Spanish",Asia/Kolkata,2025-01-12T06:12:22.380407Z
partner_0715,BlueInitiative 715 (NGO),contact715@blueinitiative.org,NGO,"Chennai, India",India,"OceanFoundation 715 (NGO) focuses on fundraising and works on SDG 9, SDG 14, SDG 15, SDG 6. Operating primarily in Chennai, India.","SDG 9, SDG 14, SDG 15, SDG 6","Project Management, Policy Advocacy, Data Analysis",https://www.blueinitiative715.org,Lead 715,91640897802,44,50000,4,English,Asia/Kolkata,2024-08-17T06:12:22.380407Z
partner_0716,FutureCollective 716 (NGO),contact716@futurecollectiv.org,NGO,"Paris, France",France,"FutureLabs 716 (NGO) focuses on monitoring & evaluation and works on SDG 16, SDG 10. Operating primarily in Paris, France.","SDG 16, SDG 10","Renewable Energy, Communications",https://www.futurecollectiv716.org,Lead 716,2931500950,65,100000,0,"English, Portuguese",Europe/Paris,2022-12-09T06:12:22.380407Z
partner_0717,GreenSolutions 717 (University),contact717@greensolutions.org,University,"London, UK",UK,"UrbanInitiative 717 (University) focuses on renewable energy and works on SDG 5, SDG 4, SDG 6, SDG 8. Operating primarily in London, UK.","SDG 5, SDG 4, SDG 6, SDG 8","Communications, Project Management",https://www.greensolutions717.org,Lead 717,44637058040,89,10000,0,"English, Portuguese",UTC,2023-01-28T06:12:22.380407Z
partner_0718,OceanLabs 718 (Startup),contact718@oceanlabs.org,Startup,"Chennai, India",India,"GreenPartners 718 (Startup) focuses on logistics and works on SDG 12. Operating primarily in Chennai, India.",SDG 12,"Logistics, Agriculture, Project Management, Fundraising",https://www.oceanlabs718.org,Lead 718,91658298482,60,50000,11,"English, Arabic",Asia/Kolkata,2025-06-26T06:12:22.380407Z
partner_0719,TerraNetwork 719 (Foundation),contact719@terranetwork.org,Foundation,"Kolkata, India",India,"TerraSolutions 719 (Foundation) focuses on policy advocacy and works on SDG 5, SDG 14. Operating primarily in Kolkata, India.","SDG 5, SDG 14","Policy Advocacy, Communications, Project Management, Community Engagement",https://www.terranetwork719.org,Lead 719,91858890080,89,100000,12,"English, Hindi",Asia/Kolkata,2024-10-29T06:12:22.380407Z
partner_0720,OceanSolutions 720 (University),contact720@oceansolutions.org,University,"Pune, India",India,"ImpactInitiative 720 (University) focuses on education and works on SDG 17, SDG 13, SDG 6, SDG 14. Operating primarily in Pune, India.","SDG 17, SDG 13, SDG 6, SDG 14","Policy Advocacy, Project Management, Education, Communications",https://www.oceansolutions720.org,Lead 720,91646713546,46,10000,8,"English, Spanish",Asia/Kolkata,2022-09-19T06:12:22.380407Z
partner_0721,BlueCollective 721 (University),contact721@bluecollective.org,University,"Chennai, India",India,"ImpactInitiative 721 (University) focuses on fundraising and works on SDG 4. Operating primarily in Chennai, India.",SDG 4,"Policy Advocacy, Communications, Community Engagement",https://www.bluecollective721.org,Lead 721,91833594774,80,10000,3,"English, Mandarin",Asia/Kolkata,2024-08-03T06:12:22.380407Z
partner_0722,CommunityInitiative 722 (Startup),contact722@communityinitia.org,Startup,"Toronto, Canada",Canada,"ImpactLabs 722 (Startup) focuses on healthcare and works on SDG 1, SDG 9, SDG 15. Operating primarily in Toronto, Canada.","SDG 1, SDG 9, SDG 15","Community Engagement, Renewable Energy",https://www.communityinitia722.org,Lead 722,2102509136,76,10000,10,"English, Portuguese",America/Toronto,2024-05-26T06:12:22.380407Z
partner_0723,OceanWorks 723 (Foundation),contact723@oceanworks.org,Foundation,"Jakarta, Indonesia",Indonesia,"RuralPartners 723 (Foundation) focuses on healthcare and works on SDG 16, SDG 14, SDG 15, SDG 8. Operating primarily in Jakarta, Indonesia.","SDG 16, SDG 14, SDG 15, SDG 8","Renewable Energy, Healthcare",https://www.oceanworks723.org,Lead 723,2394298173,69,50000,6,"English, Portuguese",UTC,2022-03-31T06:12:22.380407Z
partner_0724,BlueSolutions 724 (Private Sector),contact724@bluesolutions(p.org,Private Sector,"Bengaluru, India",India,"ImpactSolutions 724 (Private Sector) focuses on logistics and works on SDG 9. Operating primarily in Bengaluru, India.",SDG 9,"Agriculture, Project Management, Project Management",https://www.bluesolutions(p724.org,Lead 724,91968301182,71,5000,0,"English, Swahili",Asia/Kolkata,2023-02-23T06:12:22.380407Z
partner_0725,UrbanCollective 725 (Startup),contact725@urbancollective.org,Startup,"Tokyo, Japan",Japan,"CommunityNetwork 725 (Startup) focuses on research and works on SDG 13, SDG 17. Operating primarily in Tokyo, Japan.","SDG 13, SDG 17","Research, Communications",https://www.urbancollective725.org,Lead 725,2453146888,69,100000,12,"English, French",Asia/Tokyo,2024-02-05T06:12:22.380407Z
partner_0726,SolarCollective 726 (Private Sector),contact726@solarcollective.org,Private Sector,"Kolkata, India",India,"GreenNetwork 726 (Private Sector) focuses on community engagement and works on SDG 10. Operating primarily in Kolkata, India.",SDG 10,"Communications, Healthcare, Project Management",https://www.solarcollective726.org,Lead 726,91937061947,78,5000,11,"English, Swahili",Asia/Kolkata,2024-02-24T06:12:22.380407Z
partner_0727,BlueNetwork 727 (NGO),contact727@bluenetwork.org,NGO,"Kolkata, India",India,"GreenPartners 727 (NGO) focuses on agriculture and works on SDG 3, SDG 2, SDG 6, SDG 12. Operating primarily in Kolkata, India.","SDG 3, SDG 2, SDG 6, SDG 12","Healthcare, Research, GIS, Data Analysis",https://www.bluenetwork727.org,Lead 727,91646082570,92,50000,12,"English, Swahili",Asia/Kolkata,2023-03-15T06:12:22.380407Z
partner_0728,FutureFoundation 728 (Foundation),contact728@futurefoundatio.org,Foundation,"Hyderabad, India",India,"OceanPartners 728 (Foundation) focuses on water management and works on SDG 10, SDG 13, SDG 4, SDG 11. Operating primarily in Hyderabad, India.","SDG 10, SDG 13, SDG 4, SDG 11","Project Management, Water Management, Communications",https://www.futurefoundatio728.org,Lead 728,91977671395,51,50000,10,"English, Portuguese",Asia/Kolkata,2023-10-14T06:12:22.380407Z
partner_0729,CommunityLabs 729 (NGO),contact729@communitylabs.org,NGO,"Tokyo, Japan",Japan,"RuralCollective 729 (NGO) focuses on education and works on SDG 6, SDG 8, SDG 5, SDG 2. Operating primarily in Tokyo, Japan.","SDG 6, SDG 8, SDG 5, SDG 2","Project Management, Education, Research, Mobile App Development",https://www.communitylabs729.org,Lead 729,2956720332,64,100000,0,"English, Arabic",Asia/Tokyo,2024-01-01T06:12:22.380407Z
partner_0730,UrbanSolutions 730 (Private Sector),contact730@urbansolutions(.org,Private Sector,"New York, USA",USA,"CommunityInitiative 730 (Private Sector) focuses on agriculture and works on SDG 16, SDG 1. Operating primarily in New York, USA.","SDG 16, SDG 1","Research, GIS",https://www.urbansolutions(730.org,Lead 730,1910570525,51,5000,0,"English, Portuguese",UTC,2024-07-18T06:12:22.380407Z
partner_0731,GreenCollective 731 (Foundation),contact731@greencollective.org,Foundation,"Bengaluru, India",India,"FutureSolutions 731 (Foundation) focuses on monitoring & evaluation and works on SDG 17, SDG 1, SDG 11. Operating primarily in Bengaluru, India.","SDG 17, SDG 1, SDG 11","Project Management, Monitoring & Evaluation",https://www.greencollective731.org,Lead 731,91685566535,88,5000,5,"English, Mandarin",Asia/Kolkata,2025-02-16T06:12:22.380407Z
partner_0732,UrbanPartners 732 (University),contact732@urbanpartners.org,University,Singapore,Singapore,"UrbanNetwork 732 (University) focuses on research and works on SDG 6, SDG 16, SDG 11. Operating primarily in Singapore.","SDG 6, SDG 16, SDG 11","Communications, Renewable Energy",https://www.urbanpartners732.org,Lead 732,2193462289,45,10000,5,"English, Portuguese",Asia/Singapore,2024-04-03T06:12:22.380407Z
partner_0733,FutureInitiative 733 (Foundation),contact733@futureinitiativ.org,Foundation,"London, UK",UK,"UrbanWorks 733 (Foundation) focuses on fundraising and works on SDG 5, SDG 2. Operating primarily in London, UK.","SDG 5, SDG 2","Community Engagement, Project Management, Communications, Policy Advocacy",https://www.futureinitiativ733.org,Lead 733,44952344708,85,50000,6,"English, Arabic",UTC,2024-10-11T06:12:22.380407Z
partner_0734,UrbanCollective 734 (Government),contact734@urbancollective.org,Government,"Paris, France",France,"FutureNetwork 734 (Government) focuses on community engagement and works on SDG 2, SDG 5, SDG 6, SDG 1. Operating primarily in Paris, France.","SDG 2, SDG 5, SDG 6, SDG 1","Agriculture, Communications",https://www.urbancollective734.org,Lead 734,1634652647,88,100000,0,"English, Spanish",Europe/Paris,2024-05-07T06:12:22.380407Z
partner_0735,ImpactWorks 735 (NGO),contact735@impactworks.org,NGO,"Dubai, UAE",UAE,"UrbanWorks 735 (NGO) focuses on education and works on SDG 2, SDG 12, SDG 7, SDG 8. Operating primarily in Dubai, UAE.","SDG 2, SDG 12, SDG 7, SDG 8","Project Management, Communications, Mobile App Development",https://www.impactworks735.org,Lead 735,2023050797,54,100000,10,English,Asia/Dubai,2025-03-21T06:12:22.380407Z
